website,https_status,return_code,ip,size,ttl,response_time,exception
piratebayproxy.info,"Error: HTTPSConnectionPool(host='piratebayproxy.info', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))",0.0,"['104.21.48.1', '104.21.16.1', '104.21.80.1', '104.21.32.1', '104.21.112.1', '104.21.96.1', '104.21.64.1']",149.0,376.0,0.012351036071777344,False
webwarper.net,"Error: HTTPSConnectionPool(host='webwarper.net', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))",0.0,['198.20.114.77'],47.0,4501.0,0.008299112319946289,False
123proxy.page,"Error: HTTPSConnectionPool(host='123proxy.page', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))",0.0,"['104.21.20.158', '172.67.193.46']",63.0,376.0,0.004765748977661133,False
sulink.one,Accessible (Status Code: 200),0.0,"['172.67.222.154', '104.21.46.19']",60.0,376.0,0.017121076583862305,False
uproxy.site,Blocked - Client Error (Status Code: 403),0.0,"['172.67.177.57', '104.21.67.140']",61.0,376.0,0.00904703140258789,False
piraproxy.biz,Blocked - Client Error (Status Code: 403),0.0,"['172.67.164.175', '104.21.66.217']",63.0,376.0,0.011137723922729492,False
proxy.net,"Error: HTTPSConnectionPool(host='proxy.net', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ff32c749880>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))",,,,,,TrueDNS_HTTPS: No response from server
shoppingfestival.us,"Error: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0.0,['23.249.172.211'],53.0,6.0,0.009412050247192383,False
theproxy.info,"Error: HTTPSConnectionPool(host='theproxy.info', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))",0.0,"['172.67.142.13', '104.21.63.10']",63.0,344.0,0.008083820343017578,False
123proxy.cool,Blocked - Client Error (Status Code: 403),0.0,"['188.114.96.7', '188.114.97.7']",63.0,344.0,0.009238958358764648,False
korzhov.dev,"Error: HTTPSConnectionPool(host='korzhov.dev', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)')))",0.0,['70.34.196.140'],45.0,719.0,0.007737159729003906,False
jokerwebhosting.com,Accessible (Status Code: 200),0.0,"['172.67.204.10', '104.21.58.124']",69.0,344.0,0.007339000701904297,False
fri-gate.org,"Error: HTTPSConnectionPool(host='fri-gate.org', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)')))",0.0,['51.77.225.201'],46.0,4469.0,0.006585121154785156,False
boom.ge,"Error: HTTPSConnectionPool(host='boom.ge', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: WRONG_SSL_VERSION] wrong ssl version (_ssl.c:1129)')))",0.0,['91.208.144.132'],41.0,4469.0,0.015712976455688477,False
