website,https_status,return_code,ip,size,ttl,response_time,exception
proxygalaxy.me,"Error: HTTPSConnectionPool(host='proxygalaxy.me', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f83cd776400>, 'Connection to proxygalaxy.me timed out. (connect timeout=3)'))",0,['78.142.29.116'],48,4495,0.005468130111694336,False
youhydra.net,Blocked - Client Error (Status Code: 403),0,"['172.67.174.197', '104.21.59.102']",62,370,0.0035490989685058594,False
twoproxy.net,Blocked - Client Error (Status Code: 403),0,"['104.21.59.228', '172.67.184.211']",62,370,0.0035910606384277344,False
aishiteiru.moe,Accessible (Status Code: 200),0,['51.79.54.208'],48,745,0.0032329559326171875,False
api-botads15.co.uk,Accessible (Status Code: 200),0,"['77980.bodis.com.', '199.59.243.227']",81,1777,0.0037927627563476562,False
cmy.network,Blocked - Client Error (Status Code: 403),0,"['cmy.network.cdn.cloudflare.net.', '104.21.36.82', '172.67.190.171']",105,370,0.05946016311645508,False
freetel.app,Accessible (Status Code: 200),0,['65.21.35.19'],45,4495,0.005863189697265625,False
freevpn.me,Accessible (Status Code: 200),0,"['104.21.7.97', '172.67.130.23']",60,370,0.0032591819763183594,False
getsurfboard.com,Accessible (Status Code: 200),0,"['getsurfboard.github.io.', '185.199.110.153', '185.199.108.153', '185.199.109.153', '185.199.111.153']",134,4495,0.003924846649169922,False
hexatechvpn.com,Blocked - Client Error (Status Code: 403),0,"['159.89.27.102', '46.101.131.214', '138.68.77.102', '138.68.101.1', '159.89.100.215', '138.68.92.190', '46.101.131.99']",145,70,0.0040187835693359375,False
ihaojiahuo.top,Blocked - Client Error (Status Code: 403),0,"['20.2.170.254', '13.94.45.231', '52.175.32.100', '23.97.75.185', '40.83.123.29', '20.2.1.141']",128,370,0.0031228065490722656,False
instavpn.com,Accessible (Status Code: 200),0,"['172.67.132.192', '104.21.5.20']",62,370,0.003103017807006836,False
masters-of-cloud.de,Accessible (Status Code: 200),0,['185.244.195.159'],53,4495,0.003754138946533203,False
multiproxy.info,"Error: HTTPSConnectionPool(host='multiproxy.info', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f83cd765fa0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))",0,['otto.ns.cloudflare.com. dns.cloudflare.com. 2359635386 10000 2400 604800 1800'],95,1800,0.004674196243286133,False
proximy.io,Accessible (Status Code: 200),0,"['172.67.145.202', '104.21.87.198']",60,370,0.003238201141357422,False
proxiware.com,Accessible (Status Code: 200),0,"['35.152.119.144', '18.102.16.191', '35.152.104.113']",79,13,0.003057241439819336,False
proxy.direct,"Error: HTTPSConnectionPool(host='proxy.direct', port=443): Read timed out.",0,"['172.67.139.223', '104.21.65.27']",62,370,0.13020110130310059,False
quantumult.app,Accessible (Status Code: 200),0,"['35.234.34.89', '34.81.58.59', '35.229.155.161', '104.199.224.61', '35.201.145.203']",112,370,0.008864641189575195,False
tliip.com,"Error: HTTPSConnectionPool(host='tliip.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)')))",0,['146.59.228.63'],43,4494,0.0037670135498046875,False
utzutzutz.net,Accessible (Status Code: 200),0,['162.55.92.89'],47,369,0.0035631656646728516,False
xnet.club,Accessible (Status Code: 200),0,['92.118.150.168'],43,4494,0.009894847869873047,False
censorship.no,Accessible (Status Code: 200),0,"['142.132.196.168', '172.104.232.45', '51.77.117.40']",79,369,0.008293867111206055,False
http-tunnel.com,Accessible (Status Code: 200),0,['116.202.61.243'],49,369,0.12566113471984863,False
dirproxy.xyz,Blocked - Client Error (Status Code: 403),0,"['104.21.61.132', '172.67.210.161']",62,369,0.00925588607788086,False
123sumo.net,Blocked - Client Error (Status Code: 403),0,"['104.21.112.1', '104.21.32.1', '104.21.96.1', '104.21.16.1', '104.21.48.1', '104.21.64.1', '104.21.80.1']",141,369,0.004293918609619141,False
75i.net,"Error: HTTPSConnectionPool(host='75i.net', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f83cd77ffd0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))",3,['f1g1ns1.dnspod.net. nxdomainadmin.dnspod.com. 1 3600 60 1209600 60'],100,60,0.006278038024902344,False
123proxy.biz,Blocked - Client Error (Status Code: 403),0,"['172.67.150.228', '104.21.11.254']",62,369,0.004186868667602539,False
theproxy.how,Blocked - Client Error (Status Code: 403),0,"['172.67.160.253', '104.21.15.11']",62,369,0.004022121429443359,False
verfilmesgratis.com,Blocked - Client Error (Status Code: 403),0,"['172.67.131.39', '104.21.3.200']",69,369,0.005221843719482422,False
unblocked4u.net,Blocked - Client Error (Status Code: 403),0.0,"['104.21.46.146', '172.67.140.50']",65.0,376.0,0.005166769027709961,False
ipredator.se,Accessible (Status Code: 200),0.0,['95.215.19.22'],46.0,4500.0,0.005434989929199219,False
