website,https_status,return_code,ip,size,ttl,response_time,exception,error_message
9nunghd.com,Accessible (Status Code: 200),0.0,"['188.114.97.7', '188.114.96.7']",61.0,3581.0,0.09109926223754883,False,
scaryforkids.com,Accessible (Status Code: 200),0.0,"['104.21.5.251', '172.67.134.22']",66.0,3581.0,0.10150504112243652,False,
meeticaffinity.it,Accessible (Status Code: 200),0.0,['62.23.26.20'],51.0,3581.0,0.18770837783813477,False,
banana.porn,Blocked - Client Error (Status Code: 403),0.0,"['104.21.96.1', '104.21.48.1', '104.21.32.1', '104.21.64.1', '104.21.16.1', '104.21.112.1', '104.21.80.1']",141.0,3580.0,0.0961148738861084,False,
extremereach.com,Blocked - Client Error (Status Code: 403),0.0,"['141.193.213.20', '141.193.213.21']",66.0,3580.0,0.106536865234375,False,
kungaslottet.se,Blocked - Client Error (Status Code: 403),0.0,"['172.67.68.166', '104.26.5.195', '104.26.4.195']",81.0,3580.0,0.09566903114318848,False,
zaochnik.com,Accessible (Status Code: 200),0.0,"['104.21.112.1', '104.21.32.1', '104.21.96.1', '104.21.64.1', '104.21.80.1', '104.21.16.1', '104.21.48.1']",142.0,3580.0,0.07818126678466797,False,
114bet8.com,Accessible (Status Code: 200),0.0,"['108.157.188.109', '108.157.188.8', '108.157.188.9', '108.157.188.95']",93.0,3580.0,0.08606100082397461,False,
mydesi2.mobi,Accessible (Status Code: 200),0.0,"['172.67.192.31', '104.21.81.242']",62.0,3580.0,0.08464503288269043,False,
beyzam.com,Accessible (Status Code: 200),0.0,"['188.114.96.7', '188.114.97.7']",60.0,3580.0,0.08620309829711914,False,
quinnbet.com,Blocked - Client Error (Status Code: 403),0.0,['104.18.4.148'],46.0,3580.0,0.07587575912475586,False,
cambro.today,Blocked - Client Error (Status Code: 403),0.0,['94.102.51.53'],46.0,3580.0,0.09185314178466797,False,
tanzpartner.de,Accessible (Status Code: 200),0.0,['217.160.0.43'],48.0,3580.0,0.10828280448913574,False,
ibomma.io,Accessible (Status Code: 200),0.0,"['216.239.36.21', '216.239.32.21', '216.239.38.21', '216.239.34.21']",91.0,3579.0,0.08208370208740234,False,
bokep3gp.top,Accessible (Status Code: 200),0.0,['51.91.221.56'],46.0,86379.0,0.10305309295654297,False,
