website,https_status,return_code,ip,size,ttl,response_time,exception,error_message
8xbet06.blog,Blocked - Client Error (Status Code: 403),0.0,"['104.26.3.88', '104.26.2.88', '172.67.72.14']",78.0,15.0,0.14186382293701172,False,
ashemaletubeporn.com,"Error: HTTPSConnectionPool(host='ashemaletubeporn.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))",0.0,['45.138.128.185'],54.0,53.0,0.11424112319946289,False,
panas777.info,Accessible (Status Code: 200),0.0,"['172.67.164.28', '104.21.65.148']",63.0,15.0,0.0747840404510498,False,
hentaizap.com,"Error: HTTPSConnectionPool(host='hentaizap.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))",0.0,"['172.67.187.125', '104.21.6.185']",63.0,15.0,0.07806396484375,False,
isproxyip.com,"Error: HTTPSConnectionPool(host='isproxyip.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))",0.0,"['104.21.80.1', '104.21.48.1', '104.21.32.1', '104.21.64.1', '104.21.96.1', '104.21.16.1', '104.21.112.1']",143.0,15.0,0.18089699745178223,False,
flashdown365.com,"Error: HTTPSConnectionPool(host='flashdown365.com', port=443): Read timed out. (read timeout=15)",0.0,"['104.21.32.1', '104.21.16.1', '104.21.80.1', '104.21.48.1', '104.21.112.1', '104.21.64.1', '104.21.96.1']",146.0,15.0,0.09192490577697754,False,
sexsaoy.com,"Error: HTTPSConnectionPool(host='sexsaoy.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))",0.0,['217.12.200.79'],45.0,4128.0,0.06761598587036133,False,
salasdechatgratis.org,Accessible (Status Code: 200),0.0,['37.252.97.191'],55.0,4502.0,0.07372021675109863,False,
sattakingexpert.in,Accessible (Status Code: 200),0.0,['92.113.23.96'],52.0,52.0,0.08599996566772461,False,
holyodds.com,"Error: HTTPSConnectionPool(host='holyodds.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))",0.0,"['172.67.187.158', '104.21.92.64']",62.0,15.0,0.061599016189575195,False,
turismodevino.com,"Error: HTTPSConnectionPool(host='turismodevino.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))",0.0,['82.98.178.185'],51.0,15.0,0.09023380279541016,False,
nyafilmer.gg,Accessible (Status Code: 200),0.0,"['104.21.93.254', '172.67.217.99']",62.0,15.0,0.08094000816345215,False,
feniksscasino.lv,"Error: HTTPSConnectionPool(host='feniksscasino.lv', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)')))",0.0,['94.136.112.167'],50.0,52.0,0.06820297241210938,False,
